flt_no,flt_date,original_ab_price,original_bc_price,original_ac_price,original_ab_revenue,original_bc_revenue,original_ac_revenue,original_total_revenue,optimal_ab_price,optimal_bc_price,optimal_ac_price,predicted_ab_pax,predicted_bc_pax,predicted_ac_pax,allocated_ab_seats,allocated_bc_seats,allocated_ac_seats,expected_revenue,revenue_improvement,revenue_improvement_amount
9LtyacKKL8k=,2024-06-29,506.4466019417476,967.5473684210526,1590.9767441860463,52164.0,91917.0,68412.0,212493.0,1074,1671,2002,108,103,10,145,145,13,308125,45.004776627935975,95632.0
itVHhPGrA/8=,2024-06-02,455.1209677419355,895.384,1201.2456140350878,56435.0,111923.0,68471.0,236829.0,1422,1806,2108,138,109,36,155,155,40,468978,98.02389065528293,232149.0
uieYwV6cD6w=,2024-06-07,773.9509803921569,662.795918367347,1122.9803921568628,78943.0,64954.0,57272.0,201169.0,2015,1353,2216,49,69,18,130,130,34,231980,15.31597810795898,30811.0
dLlgMi4CX+Q=,2024-06-27,982.0118343195268,443.53333333333336,1400.0,165960.0,73183.0,1400.0,240543.0,1317,976,1992,148,153,25,149,149,25,390140,62.19137534661162,149597.0
IapV6lLiVy0=,2024-06-14,529.8583333333333,493.5528455284553,785.65625,63583.0,60707.0,25141.0,149431.0,1395,1040,1816,124,136,23,135,135,23,355148,137.66688304300982,205717.0
riIkj8w23AE=,2024-06-27,758.297619047619,425.3921568627451,870.2564102564103,63697.0,43390.0,33940.0,141027.0,1638,1132,2021,96,94,16,130,130,22,295992,109.8832138526665,154965.0
8DQfkxwgzxg=,2024-06-28,537.0093457943925,867.6,751.1111111111111,57460.0,108450.0,13520.0,179430.0,1279,1221,1456,98,92,19,132,132,26,265338,47.878281223875604,85908.0
0Z0bZT68M/g=,2024-06-04,560.6086956521739,536.0,395.82758620689657,12894.0,3216.0,22958.0,39068.0,1113,842,1760,43,25,47,42,42,47,150516,285.2667144466059,111448.0
x046WARR7hc=,2024-06-15,637.9345794392524,1008.1428571428572,1335.125,68259.0,98798.0,64086.0,231143.0,1300,1667,2629,74,72,72,90,90,88,405512,75.43771604591097,174369.0
UXFtj8VvP8M=,2024-06-10,311.66129032258067,482.7647058823529,669.5,38646.0,49242.0,1339.0,89227.0,1514,1411,2713,129,113,25,132,132,26,422574,373.594315621953,333347.0
yz5AIMVAhgM=,2024-06-14,654.2148760330579,508.1904761904762,883.7142857142857,79160.0,64032.0,30930.0,174122.0,1491,1263,1878,118,107,31,139,139,37,369297,112.09094772630684,195175.0
EpM6kaNpul0=,2024-06-22,553.5340909090909,859.2564102564103,697.5538461538462,48711.0,33511.0,45341.0,127563.0,846,1722,1837,113,66,39,131,131,45,280893,120.19943086945275,153330.0
IuyYxDfcr1c=,2024-06-14,400.07070707070704,724.6101694915254,680.5,39607.0,85504.0,27220.0,152331.0,957,1295,1377,87,87,44,108,108,54,256512,68.39120074049274,104181.0
HICBx8/bXHc=,2024-06-19,1032.5426356589148,679.189024390244,1279.6666666666667,133198.0,111387.0,23034.0,267619.0,1631,1992,2136,140,154,13,170,170,14,562876,110.32736838565273,295257.0
+CO8AwlMFPc=,2024-06-21,776.4846153846154,629.6567164179105,395.8,100943.0,42187.0,1979.0,145109.0,1067,1465,1647,160,152,4,172,172,4,399988,175.64658291353396,254879.0
eMAx15uZUjc=,2024-06-19,479.2,569.6438356164383,837.9090909090909,76672.0,83168.0,18434.0,178274.0,1634,1346,2039,146,114,43,146,146,43,479685,169.07176593333858,301411.0
88/fA6gQB+w=,2024-06-08,463.76,498.7941176470589,358.86725663716817,23188.0,16959.0,40552.0,80699.0,959,1240,1318,50,50,80,65,65,103,215390,166.90541394564988,134691.0
TbQ19OLrZis=,2024-06-21,505.9389312977099,486.7826086956522,775.0,66278.0,55980.0,21700.0,143958.0,990,787,1324,121,127,42,126,126,42,274560,90.72229400241737,130602.0
QwPsCVC6Ubg=,2024-06-28,1803.4205607476636,679.1627906976744,1537.3387096774193,192966.0,58408.0,95315.0,346689.0,2085,917,2387,97,106,18,147,147,25,342413,-1.2333820801929107,-4276.0
tWfbgff9jic=,2024-06-22,1791.5625,277.655737704918,1640.3030303030305,200655.0,16937.0,54130.0,271722.0,2437,1203,3509,104,98,34,133,133,43,490648,80.56984712316265,218926.0
M4P7XN+ISOI=,2024-06-11,487.2758620689655,474.43333333333334,647.5344827586207,14131.0,14233.0,37557.0,65921.0,1148,717,1429,43,40,18,63,63,27,103766,57.40962667435263,37845.0
SeEI5/y+Jm8=,2024-06-12,492.57954545454544,1204.3229166666667,725.1016949152543,43347.0,115615.0,42781.0,201743.0,1091,2003,2301,71,87,5,149,149,9,263227,30.4763981897761,61484.0
UBVk00+V4AU=,2024-06-29,456.6194690265487,598.2517006802722,982.7272727272727,51598.0,87943.0,10810.0,150351.0,1194,1381,1595,142,129,0,170,170,0,347697,131.25685895005688,197346.0
+9p7ylmV84w=,2024-06-01,694.8721804511279,414.56140350877195,639.5652173913044,92418.0,47260.0,14710.0,154388.0,1564,1008,2009,108,83,45,112,112,46,342981,122.15521931756355,188593.0
Fkr+lm4DPb0=,2024-06-01,696.6777777777778,150.0,390.875,62701.0,900.0,25016.0,88617.0,1351,327,1450,94,54,67,96,96,68,241802,172.86186623334123,153185.0
bBptvFOhelQ=,2024-06-27,598.2916666666666,770.3617021276596,732.9662921348314,43077.0,72414.0,65234.0,180725.0,1567,1071,2317,63,76,66,98,98,86,333039,84.27943007331581,152314.0
Hqi33upwbA4=,2024-06-07,560.2525252525253,758.5096153846154,777.8723404255319,55465.0,78885.0,36560.0,170910.0,995,1626,1807,99,100,51,105,105,53,353262,106.69475162366157,182352.0
8WdZbIJIjcE=,2024-06-26,901.8666666666668,637.7142857142857,895.2475247524752,67640.0,44640.0,90420.0,202700.0,1579,1324,1625,86,69,73,101,101,85,345775,70.58460779477059,143075.0
FP2phHGdmxM=,2024-06-21,857.0744680851063,379.2328767123288,720.3225806451613,80565.0,27684.0,44660.0,152909.0,1585,820,1612,57,79,53,105,105,71,240561,57.32298295064384,87652.0
/AGpESfz4s4=,2024-06-12,544.8211382113822,435.88235294117646,688.0392156862745,67013.0,51870.0,35090.0,153973.0,1519,878,1828,111,88,24,153,153,33,289745,88.17909633507173,135772.0
xoOmJsFI15A=,2024-06-25,499.57142857142856,683.5909090909091,677.4888888888889,59449.0,60156.0,30487.0,150092.0,995,1626,1807,110,108,61,116,116,64,395285,163.36180475974734,245193.0
uzYHYk9/qs0=,2024-06-01,559.3333333333334,313.3814432989691,325.2054794520548,55374.0,30398.0,23740.0,109512.0,1007,665,1667,77,51,64,98,98,82,218142,99.19460880999343,108630.0
uzYHYk9/qs0=,2024-06-28,820.1525423728814,422.81632653061223,327.504,48389.0,20718.0,40938.0,110045.0,1007,665,1363,86,73,82,95,95,91,246913,124.37457403789358,136868.0
i2WQ7hYnRao=,2024-06-21,586.505376344086,1180.0,874.2923076923076,54545.0,106200.0,56829.0,217574.0,1390,2017,3430,141,120,11,163,163,13,475760,118.66583323375035,258186.0
95LJpZDiYG4=,2024-06-22,744.4864864864865,879.2857142857143,773.1967213114754,27546.0,30775.0,94330.0,152651.0,1392,894,2109,58,44,52,86,86,78,229740,50.50016049681955,77089.0
7UG6qrNQkpU=,2024-06-21,500.28169014084506,702.8571428571429,302.40506329113924,35520.0,9840.0,23890.0,69250.0,854,489,1004,85,49,43,105,105,53,139723,101.76606498194947,70473.0
bn2S/NYcV0Q=,2024-06-25,207.40540540540545,1132.93984962406,1033.2727272727273,7674.0,150681.0,11366.0,169721.0,673,1913,1970,69,100,7,114,114,8,251527,48.20028163868938,81806.0
Y1yHGx/LyM8=,2024-06-01,658.6842105263158,275.7073170731707,735.0,87605.0,11304.0,7350.0,106259.0,1644,496,1926,114,56,0,164,164,0,215192,102.5164927206166,108933.0
RoljB5lwzh8=,2024-06-17,220.0,530.2631578947369,607.5,7260.0,10075.0,21870.0,39205.0,805,1182,1365,32,46,27,56,56,33,116987,198.39816349955365,77782.0
ryEdhSsRqPI=,2024-06-16,1634.8543689320388,947.0192307692308,2342.222222222222,168390.0,98490.0,21080.0,287960.0,1602,1893,2284,89,93,13,116,116,16,348319,20.96089734685373,60359.0
TERxwpkLyTQ=,2024-06-02,260.232,545.2777777777778,567.2631578947369,32529.0,68705.0,21556.0,122790.0,1024,1781,2097,130,128,12,173,173,16,386252,214.56307516898772,263462.0
utvA9sR8JWo=,2024-06-27,874.9662921348314,725.1842105263158,1192.5365853658536,77872.0,55114.0,48894.0,181880.0,1346,1285,1617,77,98,2,155,155,3,232806,27.999780074774577,50926.0
IMOyR+1UFNk=,2024-06-03,265.7142857142857,448.0,415.2941176470589,7440.0,20160.0,14120.0,41720.0,648,675,784,42,42,26,56,56,34,75950,82.0469798657718,34230.0
RamUUAaL76s=,2024-06-23,586.2177419354839,365.8240740740741,573.7058823529412,72691.0,39509.0,9753.0,121953.0,1106,861,2187,87,127,40,134,134,42,293049,140.29667166859363,171096.0
iu2FgnWsmSE=,2024-06-28,374.7070707070707,1105.0,1280.1020408163265,37096.0,102765.0,62725.0,202586.0,990,1940,2359,121,114,13,155,155,17,371617,83.43666393531636,169031.0
AIWZNXjxOpU=,2024-06-24,336.5575221238938,621.9666666666667,756.6428571428571,38031.0,93295.0,21186.0,152512.0,921,1293,1480,122,120,25,153,153,31,304522,99.6708455728074,152010.0
KoN+5Vp+50Y=,2024-06-02,769.1744966442953,666.734693877551,,114607.0,98010.0,0.0,212617.0,1595,1408,1627,164,142,0,186,186,0,461516,117.06448684724175,248899.0
retyiU/pPMk=,2024-06-28,545.4347826086956,817.7073170731708,982.608695652174,75270.0,100578.0,22600.0,198448.0,1132,1387,1726,148,145,24,155,155,25,410075,106.64103442715471,211627.0
leOPAtgtX/A=,2024-06-19,509.1559633027523,468.8928571428572,907.75,55498.0,52516.0,36310.0,144324.0,1543,1009,2136,101,117,45,127,127,49,370016,156.37870347274188,225692.0
xtRJBdk4C8M=,2024-06-13,976.4375,1051.3333333333333,1491.65625,93738.0,145084.0,47733.0,286555.0,1367,1929,2144,118,114,30,142,142,36,445532,55.47870391373384,158977.0
LyTMJmz3vkc=,2024-06-26,429.4864864864865,615.6470588235294,731.7934782608696,31782.0,41864.0,67325.0,140971.0,944,1352,2102,95,76,68,101,101,73,335368,137.89857488419602,194397.0
3LX4QI5k1SU=,2024-06-11,398.17518248175185,675.0735294117648,741.025641025641,54550.0,91810.0,28900.0,175260.0,982,1312,1656,81,90,33,132,132,48,252270,43.940431359123586,77010.0
9LtyacKKL8k=,2024-06-27,667.8591549295775,724.6909090909091,1328.7,47418.0,39858.0,93009.0,180285.0,1074,1671,2002,120,94,11,145,145,13,307976,70.82730121751672,127691.0
RcKx5ecGN5I=,2024-06-30,454.7079646017699,411.8390804597701,754.1612903225806,51382.0,35830.0,23379.0,110591.0,834,852,1022,117,104,27,128,128,30,213780,93.30686945592318,103189.0
8IiPiqlRBWc=,2024-06-13,747.4683544303797,659.95,760.9090909090909,59050.0,52796.0,50220.0,162066.0,1406,1095,1885,99,95,22,133,133,29,284689,75.66238446065184,122623.0
84DfLZSJLGI=,2024-06-11,442.8412698412698,1105.645161290323,1068.6774193548388,27899.0,68550.0,66258.0,162707.0,864,1828,1842,67,89,21,133,133,31,259262,59.342867854486904,96555.0
ay5gKWH9aHI=,2024-06-24,512.0967741935484,615.4193548387096,698.795918367347,15875.0,19078.0,34241.0,69194.0,886,929,1833,67,51,40,76,76,46,180061,160.2263202011735,110867.0
7835DMxOI+U=,2024-06-08,292.3430656934307,528.2105263157895,746.68,40051.0,70252.0,18667.0,128970.0,779,1486,2076,109,112,25,138,138,31,303243,135.12677366829496,174273.0
T+NGIcqgCF4=,2024-06-19,396.4646464646465,1426.5168539325844,1227.65625,39250.0,126960.0,78570.0,244780.0,818,2036,2486,131,105,12,165,165,15,350770,43.30010621782826,105990.0
7Qg8yN+l5N8=,2024-06-27,204.34782608695653,653.7037037037037,,9400.0,35300.0,0.0,44700.0,319,575,729,49,57,25,63,63,27,66631,49.06263982102908,21931.0
KgmijE1feSY=,2024-06-03,375.72857142857146,574.1836734693877,690.0,26301.0,28135.0,40020.0,94456.0,1293,1086,1508,99,93,26,125,125,33,268213,183.9554925044465,173757.0
5iM1EUHRcvU=,2024-06-19,358.712962962963,556.7596899224807,670.3703703703703,38741.0,71822.0,18100.0,128663.0,1114,1191,1568,133,122,38,128,128,38,347478,170.06831800906244,218815.0
NcooG2fmxOc=,2024-06-28,544.4098360655738,744.8188405797101,819.7647058823529,66418.0,102785.0,27872.0,197075.0,1189,1149,1521,108,134,17,154,154,20,308235,56.40492198401624,111160.0
T6GsnSgDgEY=,2024-06-10,165.0,320.0,260.1388888888889,330.0,2560.0,9365.0,12255.0,506,420,716,22,9,36,34,34,55,40688,232.01142390860872,28433.0
k+13kOnhDOI=,2024-06-25,618.237037037037,531.2764227642276,561.8333333333334,83462.0,65347.0,13484.0,162293.0,1132,1190,1379,100,96,0,164,164,0,227440,40.14159575582434,65147.0
0mS8A4+6OPQ=,2024-06-14,298.640625,638.9264705882352,377.125,19113.0,43447.0,30170.0,92730.0,697,1049,1106,70,75,18,123,123,29,147373,58.92699234336245,54643.0
GOaNuTIChQ4=,2024-06-27,565.5405405405405,310.25,526.7948717948718,41850.0,23579.0,20545.0,85974.0,1280,776,1361,93,101,25,127,127,32,231441,169.19882755251587,145467.0
2CikEyATsLw=,2024-06-12,360.45669291338584,386.07643312101914,771.8064516129032,45778.0,60614.0,23926.0,130318.0,896,1192,1415,144,142,8,179,179,10,309608,137.5788455930877,179290.0
9uIWiHmlkSk=,2024-06-16,240.0,573.6666666666666,462.88709677419354,5520.0,17210.0,57398.0,80128.0,529,1634,2109,29,38,71,66,66,123,227172,183.51138178913737,147044.0
CDREUMM0fI4=,2024-06-04,654.0597014925373,325.51428571428573,593.3636363636364,43822.0,22786.0,6527.0,73135.0,1141,529,1623,53,46,18,67,67,23,114021,55.90483352703903,40886.0
1IyJ0A01dd8=,2024-06-16,1116.4651162790697,1043.2432432432431,2228.1012658227846,48008.0,38600.0,176020.0,262628.0,1587,2122,2948,62,44,20,97,97,31,250722,-4.533408471297806,-11906.0
DhUNZ9jykAQ=,2024-06-15,659.5689655172414,1208.378787878788,1330.5333333333333,38255.0,79753.0,59874.0,177882.0,1237,1922,2674,60,66,36,83,83,45,297336,67.15350625695686,119454.0
retyiU/pPMk=,2024-06-30,605.0787878787879,823.0857142857143,1138.571428571429,99838.0,115232.0,7970.0,223040.0,1132,1387,1726,143,140,24,154,154,26,397480,78.21018651362984,174440.0
yz5AIMVAhgM=,2024-06-22,667.7142857142857,308.8181818181818,674.9285714285714,70110.0,33970.0,37796.0,141876.0,1491,1263,1878,112,97,29,140,140,36,343965,142.44058191660324,202089.0
QHImUpEkag0=,2024-06-02,223.38842975206612,248.3018867924528,550.0,27030.0,26320.0,11550.0,64900.0,863,1149,1568,98,79,62,110,110,70,272561,319.97072419106314,207661.0
0aulIAxa5PA=,2024-06-05,426.1375,793.2333333333333,756.4054054054054,34091.0,47594.0,27987.0,109672.0,1138,1893,2063,75,71,27,94,94,34,275454,151.16164563425488,165782.0
Fudu4JldA8g=,2024-06-22,588.1034482758621,766.90625,560.0,17055.0,24541.0,33040.0,74636.0,894,1050,1320,28,33,32,48,48,47,101922,36.55876520713864,27286.0
GLfHLRegmrc=,2024-06-15,308.728813559322,415.5576923076923,,18215.0,21609.0,0.0,39824.0,408,304,421,61,50,20,68,68,22,48508,21.805946163117717,8684.0
jIO7Nn2U0II=,2024-06-02,650.0,720.0,311.53846153846155,20150.0,37440.0,16200.0,73790.0,1122,1292,1353,34,45,31,66,66,45,138231,87.33026155305596,64441.0
BVnTB8CDVV8=,2024-06-30,552.2783505154639,832.3658536585366,1204.7407407407406,53571.0,68254.0,65056.0,186881.0,1064,1761,2025,103,96,35,124,124,42,349523,87.02971409613605,162642.0
6YVxKmN6RrU=,2024-06-08,935.3076923076924,1585.258928571429,1634.7619047619048,121590.0,177549.0,102990.0,402129.0,1491,2338,2730,107,118,57,135,135,65,591031,46.97547304471948,188902.0
gWYJSJt84nI=,2024-06-19,168.63636363636363,716.2790697674419,428.97727272727275,3710.0,30800.0,56625.0,91135.0,368,1280,1366,25,47,91,61,61,119,193666,112.50452625226313,102531.0
Y3QAXJFpuNI=,2024-06-25,644.5486725663717,514.3548387096774,955.7142857142856,72834.0,63780.0,26760.0,163374.0,1514,824,1665,107,115,5,151,151,7,265083,62.25531602335745,101709.0
G8r3D1PtKqs=,2024-06-28,855.9181818181818,806.6545454545454,856.7567567567568,94151.0,88732.0,31700.0,214583.0,2141,1246,3150,82,95,1,150,150,2,297082,38.44619564457576,82499.0
R/aHgbW5WzY=,2024-06-02,350.51851851851853,833.5,604.4067796610169,18928.0,66680.0,35660.0,121268.0,879,1581,2599,52,61,62,86,86,88,303287,150.09648052247914,182019.0
9r/TR7d3nAo=,2024-06-29,301.54761904761904,1089.3368421052633,898.1379310344828,12665.0,103487.0,26046.0,142198.0,594,1698,1976,95,107,6,121,121,7,249972,75.79150199018271,107774.0
eUPHPHlwp0E=,2024-06-11,486.9549549549549,976.0948275862067,1480.1666666666667,54052.0,113227.0,17762.0,185041.0,1353,2365,2903,118,99,0,160,160,0,393789,112.81175523262412,208748.0
UkWhIzr3srU=,2024-06-09,317.8062015503876,450.48571428571427,1081.8809523809523,40997.0,63068.0,45439.0,149504.0,1342,2096,3349,148,136,11,182,182,13,520511,248.15857769691783,371007.0
OACRB0wHzOw=,2024-06-15,438.9423076923077,560.1621621621622,932.9545454545456,45650.0,62178.0,20525.0,128353.0,881,2321,2790,120,110,7,155,155,9,380560,196.49482287130024,252207.0
fuAaN4/XjC4=,2024-06-26,534.0,595.2112676056338,371.2063492063492,36846.0,42260.0,23386.0,102492.0,865,1234,1823,52,51,59,63,63,72,215471,110.23201810873044,112979.0
tQiQ2flLO3A=,2024-06-06,349.4257425742574,384.55454545454546,780.3695652173913,35292.0,42301.0,35897.0,113490.0,1028,944,1468,98,109,58,100,100,58,280288,146.97153934267337,166798.0
BL6odWnQWsM=,2024-06-10,655.2857142857143,621.08,965.625,50457.0,46581.0,23175.0,120213.0,1623,934,2261,105,94,20,102,102,20,298562,148.36082620016137,178349.0
EEc1cL83Iw4=,2024-06-25,301.0,744.8163265306123,727.0,13846.0,72992.0,50890.0,137728.0,761,1573,2191,57,63,73,81,81,93,302419,119.57699233271374,164691.0
GpU7muD32+g=,2024-06-05,1020.7323943661972,557.0752688172043,393.780487804878,72472.0,51808.0,16145.0,140425.0,1460,1096,1841,50,63,39,105,105,65,213847,52.28556168773366,73422.0
aZEoQTQRs2A=,2024-06-07,772.7397260273973,760.0138888888889,1078.090909090909,56410.0,54721.0,11859.0,122990.0,1126,1091,1758,49,44,18,65,65,24,134822,9.620294332872591,11832.0
YzzcWzC8GIs=,2024-06-28,298.3720930232558,383.0769230769231,478.94736842105266,12830.0,24900.0,9100.0,46830.0,589,684,727,35,21,30,48,48,41,56789,21.266282297672433,9959.0
s1Cc9pMQHYU=,2024-06-27,388.7765957446808,410.87719298245617,434.4186046511628,36545.0,23420.0,18680.0,78645.0,983,1190,1243,82,71,22,129,129,35,192442,144.69705639265052,113797.0
77ohOJuCSZ8=,2024-06-30,740.2535211267606,482.975,925.171052631579,52558.0,19319.0,70313.0,142190.0,1426,771,1662,70,40,38,102,102,56,193816,36.30775722624657,51626.0
DlhHA6+hT6k=,2024-06-02,1204.4,332.6666666666667,713.3643410852713,48176.0,5988.0,92024.0,146188.0,2362,524,2698,56,42,60,84,84,90,316160,116.26946124168877,169972.0
zaFiTxZymE4=,2024-06-15,304.83870967741933,406.8181818181818,488.6046511627907,9450.0,4475.0,21010.0,34935.0,296,723,845,19,22,39,32,32,57,54485,55.961070559610704,19550.0
gmINc9ksSw8=,2024-06-03,489.8684210526315,371.8571428571428,353.969696969697,55845.0,20824.0,11681.0,88350.0,1007,696,1271,126,72,46,136,136,50,235460,166.50820599886814,147110.0
5xfWipkd4no=,2024-06-02,442.13698630136986,534.0915032679738,1038.3333333333333,64552.0,81716.0,6230.0,152498.0,770,1166,1821,146,114,35,135,135,35,300609,97.12324096053719,148111.0
cZabAmK+rUU=,2024-06-28,964.5,549.8358208955224,905.0,98379.0,73678.0,32580.0,204637.0,1393,864,1544,104,126,43,131,131,45,320128,56.437007970210665,115491.0
afMkoaUqgT4=,2024-06-25,352.85333333333335,508.5,454.6666666666667,26464.0,29493.0,4092.0,60049.0,473,1139,1303,59,54,8,79,79,11,99837,66.25922163566422,39788.0
H12OqK6uL1E=,2024-06-23,833.195652173913,769.4642857142857,1218.1363636363635,76654.0,64635.0,53598.0,194887.0,1473,1285,2627,78,69,35,123,123,55,295504,51.628379522492516,100617.0
yPEDBw1Mv7Q=,2024-06-08,562.6166666666667,500.6923076923077,700.0,67514.0,45563.0,700.0,113777.0,1064,1782,2407,118,133,40,118,118,40,432108,279.7850180616469,318331.0
HAIYsPWikuw=,2024-06-18,1163.9724137931034,583.7619047619048,1400.0,168776.0,98072.0,1400.0,268248.0,1929,1003,2022,124,139,18,156,156,20,415009,54.71093913095345,146761.0
hbW3CBw2b0c=,2024-06-23,397.7524752475247,432.6470588235294,501.4307692307692,40173.0,44130.0,32593.0,116896.0,1071,2065,2190,119,106,8,165,165,11,363859,211.26728031754723,246963.0
i+O1moeW+f0=,2024-06-15,944.013986013986,536.6538461538462,1072.4,134994.0,41859.0,5362.0,182215.0,2052,1096,2239,110,84,0,170,170,0,317784,74.40057075432868,135569.0
zvXFutNHrS8=,2024-06-28,257.97297297297297,813.2142857142857,430.92105263157896,9545.0,45540.0,49125.0,104210.0,551,1054,1233,40,69,90,75,75,97,205736,97.42443143652241,101526.0
69P2CsXtn7w=,2024-06-02,538.5714285714286,708.1518987341772,762.6142857142858,41470.0,55944.0,53383.0,150797.0,1001,1245,1728,94,81,44,108,108,50,270971,79.69256682825255,120174.0
tG7AtJp+zF8=,2024-06-21,217.875,310.0,423.27868852459017,1743.0,3100.0,25820.0,30663.0,589,585,1118,28,21,46,39,39,65,80205,161.56931807063887,49542.0
Y3QAXJFpuNI=,2024-06-27,628.2403846153846,508.5948275862069,777.75,65337.0,58997.0,31110.0,155444.0,1514,824,1665,107,119,0,158,158,0,260054,67.29754766990041,104610.0
kCv63I95Hw0=,2024-06-18,674.8611111111111,382.0,844.4871794871794,24295.0,9932.0,32935.0,67162.0,1123,684,1618,42,30,32,51,51,38,119462,77.87141538369912,52300.0
eUPHPHlwp0E=,2024-06-17,541.4230769230769,1601.824175824176,1938.9583333333333,42231.0,145766.0,46535.0,234532.0,1353,2365,2903,100,110,0,152,152,0,395450,68.61238551668856,160918.0
f7/V84raljM=,2024-06-25,1107.6966292134832,385.3578947368421,1188.1447368421052,98585.0,36609.0,90299.0,225493.0,2287,1047,3077,110,81,5,181,181,8,351762,55.99686021295561,126269.0
ceAWZbYELGY=,2024-06-24,883.3770491803278,366.59420289855075,930.6666666666666,53886.0,25295.0,80968.0,160149.0,1529,820,1957,82,64,4,151,151,7,185686,15.945775496568821,25537.0
36n8nIZ3HYo=,2024-06-02,235.0,693.2903225806451,504.60526315789474,12455.0,85968.0,19175.0,117598.0,641,1334,1445,83,90,24,145,145,39,207943,76.82528614432218,90345.0
dGcCUyFhAVU=,2024-06-13,464.6216216216216,481.9183673469388,695.8035714285714,34382.0,47228.0,38965.0,120575.0,1716,864,1806,63,106,33,134,134,42,259290,115.044578063446,138715.0
RRYZBJsP1K4=,2024-06-17,490.4918032786885,535.3623188405797,539.4302325581396,29920.0,36940.0,46391.0,113251.0,1727,1062,2095,49,59,29,118,118,58,208036,83.6946252130224,94785.0
BIGq3QNm4WI=,2024-06-15,1106.4202898550725,467.4580152671756,1811.4545454545455,152686.0,61237.0,19926.0,233849.0,2226,956,3170,129,123,13,144,144,14,445952,90.70083686481448,212103.0
SsH+4i8SP0w=,2024-06-06,358.03636363636366,625.4159292035398,585.2727272727273,39384.0,70672.0,32190.0,142246.0,866,1259,1684,92,83,54,110,110,64,275105,93.4008689172279,132859.0
RFLAGg7xy+4=,2024-06-11,624.4025974025974,1235.8926174496644,1694.0,96158.0,184148.0,1694.0,282000.0,1028,1562,2021,131,124,0,158,158,0,328356,16.438297872340428,46356.0
xwTQeA5L5P4=,2024-06-24,490.0,1596.0416666666667,1889.156626506024,23520.0,76610.0,156800.0,256930.0,1017,2276,2743,67,75,75,90,90,90,444564,73.02922975129412,187634.0
8DQfkxwgzxg=,2024-06-29,580.5494505494505,814.5233644859813,856.75,52830.0,87154.0,34270.0,174254.0,1279,1221,1456,90,88,23,126,126,32,256046,46.93837731128123,81792.0
H8JTQ37Grs8=,2024-06-20,571.3936170212766,433.8095238095238,916.3214285714286,53711.0,27330.0,51314.0,132355.0,845,956,1336,110,119,21,146,146,26,234770,77.37901854860036,102415.0
S2Kvp940YLk=,2024-06-28,585.7087378640776,1242.7966101694915,1525.625,60328.0,146650.0,24410.0,231388.0,1236,1362,1508,108,101,0,176,176,0,271050,17.140906183553167,39662.0
UyzWG7liBMo=,2024-06-26,1138.7313432835822,761.5975609756098,1741.2117647058824,76295.0,62451.0,148003.0,286749.0,2338,658,2859,86,86,6,161,161,11,274810,-4.163571625358763,-11939.0
tzYTDh3PPGw=,2024-06-21,462.69565217391306,500.51666666666665,969.8548387096774,53210.0,60062.0,60131.0,173403.0,777,1043,1223,110,118,56,125,125,59,277032,59.76194183491636,103629.0
AmpfL/oWHEQ=,2024-06-25,594.9587628865979,535.0,846.5217391304348,57711.0,47080.0,38940.0,143731.0,1171,1358,1460,102,106,37,117,117,41,317410,120.83614529920477,173679.0
VW9KcZP7xz8=,2024-06-01,1080.2608695652175,415.0315789473684,1518.5882352941176,149076.0,39428.0,25816.0,214320.0,2437,1203,3509,149,110,8,169,169,9,523515,144.2679171332587,309195.0
Faz65ORtVSU=,2024-06-19,1508.075,516.9553571428571,3583.6111111111113,180969.0,57899.0,129010.0,367878.0,2712,1415,3415,88,92,32,117,117,41,478116,29.965912612333433,110238.0
6rAF8OWmwaA=,2024-06-20,353.2323232323232,254.07766990291265,430.53846153846155,34970.0,26170.0,5597.0,66737.0,1045,910,1107,72,60,34,111,111,53,167478,150.9522453811229,100741.0
oGu6Fh708xs=,2024-06-18,614.3055555555555,761.3484848484849,1213.9204545454545,44230.0,50249.0,106825.0,201304.0,1207,1791,3000,56,83,34,123,123,51,318245,58.091741843182454,116941.0
q9GIW8lOE4Y=,2024-06-28,2082.546391752577,542.4202898550725,1522.2777777777778,202007.0,37427.0,82203.0,321637.0,2365,1043,2941,112,124,12,150,150,14,429504,33.53687542167101,107867.0
pCAG5xeZ3tc=,2024-06-28,926.15503875969,700.5185185185185,1062.9411764705883,119474.0,94570.0,18070.0,232114.0,2373,1626,2556,104,125,0,158,158,0,450042,93.88834796694726,217928.0
pZvEtcc9/SQ=,2024-06-04,815.5932203389831,617.5342465753424,626.1320754716982,48120.0,45080.0,66370.0,159570.0,1587,981,1759,101,76,60,113,113,67,340383,113.31265275427711,180813.0
s2yGXHX7Ixo=,2024-06-09,373.3269230769231,260.8,409.6935483870968,38826.0,16952.0,25401.0,81179.0,1192,853,1651,114,107,45,126,126,50,301454,271.34480592271404,220275.0
DLW6IoobIS4=,2024-06-27,349.8045977011494,606.7647058823529,589.1111111111111,30433.0,51575.0,42416.0,124424.0,835,1265,1837,88,85,43,114,114,56,259996,108.95968623416705,135572.0
FOuF1Kv9bYk=,2024-06-10,587.6351351351351,311.0487804878049,553.8222222222222,43485.0,38259.0,24922.0,106666.0,1247,622,1369,114,104,51,123,123,55,276665,159.3750585941162,169999.0
